timestamp,x,y,z,qx,qy,qz,qw,num_tags
1758590535.0137582,0.17591512353012853,0.07349015924267387,-0.1159354666562636,-0.010678212641412565,-0.00033834510729990885,-0.010830531736311043,-0.9998842737435578,3
1758590535.2508626,0.17575110978340858,0.08265781230597766,-0.17983086779440116,-0.027236033172500403,0.062513270458878,0.00808059695066825,-0.9976397112517537,1
1758590535.381532,0.17608770838663657,0.08068140569896924,-0.15296387060485833,0.020674395705319867,-0.03735890951772769,0.002828205259402338,-0.9990840217403524,3
1758590535.5088623,0.1761625990551051,0.07993884461090212,-0.1380364091599435,0.007689722190187567,-0.022888143141940875,-0.00662197604079536,0.9996865261217972,3
1758590535.6204953,0.1754402766310813,0.07922894764996022,-0.13072604880530514,0.009065127845309133,-0.014663803463829339,0.0038566223840481952,-0.9998439492185313,3
1758590535.7491527,0.17517034380536864,0.07797253687953414,-0.12439687275429123,-0.0011093522401783781,0.009462398681037154,0.003949922888184878,-0.9999468138146077,3
1758590535.8613393,0.17578438004478056,0.07544721716972738,-0.11651025530553642,-0.00509789857115634,0.0020274648672069517,-0.0008994492090142489,0.9999845457843292,3
1758590535.9888732,0.17561072692728782,0.07459977243443244,-0.11518097378409789,-0.002248303340657448,0.0017015438370043823,-0.0016693743812386732,-0.9999946315205069,3
1758590536.0981095,0.17561072692728782,0.07459977243443244,-0.11518097378409789,-0.002248303340657448,0.0017015438370043823,-0.0016693743812386732,-0.9999946315205069,3
1758590536.2296555,0.13411643894488856,0.06668613662671753,-0.11769789121350792,-0.004507717840001024,-0.0914170564828668,-0.0073041167953352805,-0.995775703731379,3
1758590536.3415782,0.14758869970534136,0.06560314950549019,-0.11985757638533115,0.006219199305000307,-0.04861495209148603,0.007026934318952468,0.9987735129583803,3
1758590536.4687743,0.1515955356348943,0.06407024479218228,-0.12402096062037973,0.003858453213659844,0.04364339974471232,0.006415594760327366,0.9990191220098803,3
1758590536.5812147,0.13452145985596986,0.06124132979244112,-0.1288948194967002,-0.0045754896085377,-0.027905044802304158,-0.0060380303438782755,-0.9995818703632984,3
1758590536.7081957,0.14052011856974173,0.06184982389717264,-0.1309185893666569,-0.005821734144484695,-0.0035291757671847,-0.00710515248608176,-0.9999515833969684,3
1758590536.8208709,0.14120499442129447,0.061646170345071874,-0.13298715079739043,0.004558364260793888,0.02429667581957662,0.005949482356543614,0.9996766959967975,3
1758590536.9482832,0.12649040660899644,0.05984465830824682,-0.1336996577304213,0.0034072147145905608,0.04287071873579018,0.005963643379087093,0.9990570190537738,3
1758590537.060238,0.13832535396261342,0.0609782903622067,-0.13264706225717146,-0.005770814501199041,0.011852392804223788,-0.006930377361430838,-0.9998890880264847,3
1758590537.188353,0.12272317843993197,0.05917836262558074,-0.13336792153936372,0.0024270452345049797,0.06842503496704444,0.004881885036549461,0.9976413640380386,3
1758590537.3002408,0.115943373550809,0.05754406858802563,-0.13417834944369544,-0.0040880487663503854,-0.014617862087995315,-0.00708050607316402,-0.9998597263611568,3
1758590537.428534,0.1281998387189803,0.058601123362485893,-0.13374942586824307,0.004933054304190664,0.013495328763459158,0.00649203016072111,0.9998756895840559,3
1758590537.5404813,0.12632001101711915,0.05876613833964157,-0.1347547090912048,-0.003009374757349169,-0.03286552937434839,-0.005372695436760145,-0.9994408110469863,3
1758590537.6695995,0.13154804387776786,0.05929753729637173,-0.13460398876316798,-0.0025788303260919597,-0.004784083729776456,-0.006918438180437395,-0.9999612979461551,3
1758590537.7809217,0.11329488981120472,0.05514325741395969,-0.13051212606249762,-0.003795302706167678,0.06732686031919621,0.0077503356953794855,0.9976936513046162,3
1758590537.9088438,0.13429421948705755,0.06016534251316903,-0.12783335080245378,-0.009843266819703949,0.040489584171641835,-0.006972326655205464,-0.9991071465728474,3
1758590538.020596,0.12156367217204209,0.057106670954046354,-0.12922971824167986,-0.006098465095871212,0.07983469409960642,0.00819104783342995,0.9967558061415481,3
1758590538.1459234,0.12156367217204209,0.057106670954046354,-0.12922971824167986,-0.006098465095871212,0.07983469409960642,0.00819104783342995,0.9967558061415481,3
1758590538.262304,0.13692167447527126,0.04618942764213522,-0.1378675732284237,-0.023217297424448023,0.04398110490280205,-0.028698246968902615,-0.9983501540705771,3
1758590538.3896947,0.1990146759222515,0.06710346177620438,-0.09264836966507578,-0.006098070625161067,-0.031989584190155296,-0.014363596512434606,-0.9993663828312516,4
1758590538.502305,0.1341234035145374,0.0652735748269434,-0.14083119658537663,0.008024079816642573,-0.005457997083307964,0.03173406387578409,0.9994492351294602,4
1758590538.6295233,0.09603839606092804,0.058959059021491386,-0.16583545075521544,0.0037661090850159267,0.02077236369408486,0.026041416432797053,0.9994379270165276,4
1758590538.7411087,0.17509665590404946,0.07465495966613253,-0.10897912382138869,-0.017694278478950103,0.006980960355102095,-0.01484655141911945,-0.9997088369183246,4
1758590538.8694794,0.2227855762350276,0.08436165617413499,-0.07439356544921247,0.009718367892551557,0.009247017522258316,0.020681543198104307,0.9996961137082574,4
1758590538.9817588,0.25144080265644664,0.09033452884025367,-0.053464749917290055,0.014919656898541444,-0.0007521958258686068,0.017571799161865288,0.9997339995787301,4
1758590539.1111028,0.268791537604154,0.09361692415126585,-0.0411595907182855,0.010873232830841609,0.005104168295645195,0.020517341053768023,0.9997173395464833,4
1758590539.223159,0.27914757997289785,0.09619295558409774,-0.03406279723834171,-0.013732111808839088,-0.0006482273670114225,-0.018815294835381906,-0.999728459926398,4
1758590539.3513496,0.28537252158293347,0.09755269928820817,-0.029573638359783334,-0.01141315651512614,-0.0039476307434869184,-0.019913254553182918,-0.9997287723992815,4
1758590539.462424,0.28861686910012674,0.0979903263846968,-0.025009995998170192,0.013521943322674958,0.0007430043286211774,0.019844564241459223,0.9997113574744524,4
1758590539.590197,0.28804634019702824,0.09743914009112213,-0.024675251063212944,0.011221333080672692,0.008755234401656153,0.018752152137410383,0.9997228537673232,4
1758590539.7018635,0.2882643263330813,0.09716553171029199,-0.026632501833803585,0.013305950987336411,0.003654864478584985,0.017473304476346915,0.9997521079070765,4
1758590539.827008,0.19405892739229724,0.00808708933800538,-0.16332747141569648,-0.0020855174576467628,0.027250090852948272,-0.02974109457619433,-0.9991839422543028,1
1758590539.9415672,0.17073145452919752,0.015159733074089212,-0.16130716444574034,-0.017901091315055143,-0.022383760661948138,-0.012338022893154532,-0.9995130271184298,3
1758590540.0698595,0.1481426230986258,0.015744791160056858,-0.15893115983578218,0.002713428961309596,-0.00024559530310908073,0.018395937838963046,0.9998270682759314,3
1758590540.1785414,0.1481426230986258,0.015744791160056858,-0.15893115983578218,0.002713428961309596,-0.00024559530310908073,0.018395937838963046,0.9998270682759314,3
1758590540.3084416,0.02295427737039006,-0.04540864299354528,-0.24432267591306975,0.01063151625739923,0.01352550866059965,0.017906504428930197,0.9996916467474745,2
1758590540.4201062,-0.05322934247931796,-0.08287057562031866,-0.29446817463982444,0.004577851598403963,0.006254720498203414,0.017951243817378323,0.9998088190207375,2
1758590540.5484796,-0.10044926827976602,-0.10595434304913198,-0.32389861742622816,-0.007447648108215216,-0.011584058965864008,-0.01772360514737092,-0.9997480762352642,2
1758590540.6606977,-0.1286765029627029,-0.11969643903540365,-0.34166361350120084,0.005848990578275413,0.008157497700743477,0.017730338635252006,0.9997924182710912,2
1758590540.7881489,-0.14559371830455242,-0.12809558953422467,-0.3523000591882509,0.006694295216247259,0.01026749830671736,0.017871903474796835,0.999765152401436,2
1758590540.9001436,-0.15592763174331434,-0.13327773170867305,-0.3584729841806912,0.006071611744016733,0.009349212592905998,0.017814427181900655,0.9997791625848694,2
1758590541.0260415,-0.15592763174331434,-0.13327773170867305,-0.3584729841806912,0.006071611744016733,0.009349212592905998,0.017814427181900655,0.9997791625848694,2
1758590541.1413114,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.2660604,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.3782587,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.506296,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.6182623,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.7464163,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.858126,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590541.9859068,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590542.0983467,-0.18288276866230982,-0.12870372790539342,-0.36065403815347286,-0.012446667103209321,-0.011139358279787959,-0.017660005189041383,-0.9997045160405447,2
1758590542.2307112,0.00848297980796614,-0.03541184403418721,-0.2221593816480914,0.014787472027199969,-0.0026136880489152636,0.009847237305997096,0.999838752611273,4
1758590542.341307,0.1242700430227185,0.020057806336693913,-0.13921669355743557,0.011696421756978692,0.0034422199853756386,0.015238755733901321,0.9998095444450099,4
1758590542.469253,0.19300158409060492,0.053357180132609434,-0.0885904883376238,-0.014440020040359217,-0.0005907278875270094,-0.011152471168498513,-0.9998333657408284,4
1758590542.5811317,0.1898378405873648,0.04699771197258691,-0.10866637853922606,-0.01528094898574139,-0.0011508101283426164,-0.014128307220423386,-0.9997827559871337,3
1758590542.7092364,0.19356181016661472,0.04540469657693986,-0.2116038586939052,-0.039447642118259255,0.09209972365458907,-0.01890694550714406,-0.9947884457740993,3
1758590542.8190382,0.20402560249283175,-0.02553371415465576,-0.25062778190025203,0.02197858057121756,-0.0018236988429817247,-0.02349504422037883,-0.9994806646532424,1
1758590542.946341,0.20402560249283175,-0.02553371415465576,-0.25062778190025203,0.02197858057121756,-0.0018236988429817247,-0.02349504422037883,-0.9994806646532424,1
1758590543.0623846,0.24002394956246662,0.017944022430319173,-0.16317623458801567,-0.025240853131304027,-0.004625976596181358,0.029028449825258786,-0.9992491424937414,4
1758590543.1890268,0.20220458244191356,0.012001707557152918,-0.15850508219428816,-0.008872340756399085,0.0031300779167477977,-0.002373965266477469,0.9999529231272094,3
