timestamp,scenario,frame_mean,tag_count,x,y,z,qx,qy,qz,qw
1758592525.9059553,low_light,125.97409722222223,3,0.23605184989894426,0.17112448838579644,-0.2555788144565895,-0.16227254086871337,0.4327171892249718,0.04699455570664345,0.8855591275364889
1758592526.0832574,low_light,126.1875119357639,3,0.23593707820767928,0.17079829347858277,-0.25592475592084973,0.1618562316136155,-0.43275373967712705,-0.04720568772549953,-0.8856062240802417
1758592526.1368246,low_light,126.50839301215278,3,0.23574971294294933,0.17157400059515251,-0.25576633585891373,0.16310574822459714,-0.4320934172108528,-0.047565225277503606,-0.8856801584338685
1758592526.1831026,low_light,127.37155707465278,3,0.23693256471352483,0.17046334924964687,-0.25639417688320726,0.16153275899959013,-0.43320469755671587,-0.047525845100140275,-0.8854276660644234
1758592526.256749,low_light,127.36046440972223,3,0.23611998715893123,0.17128677203959577,-0.2561300054116318,-0.1624722376108208,0.4324901856604165,0.047028569467112924,0.8856315966399506
1758592526.3362024,low_light,127.34508680555555,3,0.23640539106431943,0.17079857116292796,-0.25620357577626557,0.16179689841009304,-0.432612743484202,-0.04661461480595531,-0.8857172548428973
1758592526.3950572,low_light,127.3057421875,3,0.23597153230531512,0.17060368436821186,-0.25579515936717884,0.1616049412504228,-0.4325954723619132,-0.04660406014116809,-0.8857612894193215
1758592526.4655385,low_light,127.33477864583334,3,0.2362056603604535,0.1711435691006891,-0.2559640298736366,-0.16227229183807287,0.43249643409118144,0.04656933318165031,0.8856894687231229
1758592526.516285,low_light,127.33952039930556,3,0.23633301505114349,0.17108986567299986,-0.2560317144461734,-0.16213564144782894,0.43262492823342735,0.0467051303427134,0.8856445878810488
1758592526.5782855,low_light,127.32442708333333,3,0.2358132457927252,0.17070168726181223,-0.2559898996339804,-0.161744112346576,0.4322160406466803,0.04665849084172936,0.88591823638601
1758592526.656765,low_light,127.3092013888889,3,0.23589648709800967,0.17063127991677526,-0.25618367678854953,0.1615530186822656,-0.43223026062744097,-0.046498231072460545,-0.8859545916466119
1758592526.7364285,low_light,127.30424370659722,3,0.23590168264175712,0.17052091496658017,-0.25617825899939833,-0.16134252729230833,0.4322688471479068,0.04652624260175678,0.8859726527504747
1758592526.784782,low_light,127.287685546875,3,0.2359656759414607,0.1703999757190855,-0.25612607226399664,-0.161167845191603,0.43244140695718114,0.04660323739923922,0.885916188749872
1758592526.864878,low_light,127.31651584201389,3,0.2360275039395042,0.1704127901598607,-0.25602574552314006,0.1612935565397352,-0.4326405668210891,-0.04700582410210837,-0.8857747913888561
1758592526.9361105,low_light,127.2999533420139,3,0.23608385736743198,0.17046470442714914,-0.25601314385427515,-0.1613226666761897,0.4327243327897601,0.04686470732169146,0.8857360488519093
1758592526.9840264,low_light,127.30171875,3,0.23609876116100112,0.17020636244185106,-0.2562732994827641,-0.16106882514529533,0.4325145706188718,0.047161176081073154,0.885868953761975
1758592527.0577493,low_light,127.31656792534723,3,0.2359354601170899,0.17056765446272126,-0.25605477156598505,-0.16150420212436514,0.4324134887187674,0.047609518196514086,0.8858150491199234
1758592527.1361518,low_light,127.3010546875,3,0.23612161687209587,0.1704338122111665,-0.2560031566835002,-0.16130771348555495,0.4327006125211794,0.04716123529267083,0.8857346213056861
1758592527.1841192,low_light,127.30161024305555,3,0.2360127437267275,0.17048384359950297,-0.2561166454337996,-0.1614518978317237,0.43244924235678617,0.04767101273878385,0.8858038225341067
1758592527.264786,low_light,127.32149522569445,3,0.2359305415276106,0.17060751623987724,-0.2560495905150478,-0.16160695268119174,0.4323886159984579,0.04764532306172851,0.8858065255970861
1758592527.3233643,low_light,127.31296549479167,3,0.2357480211185162,0.17098993759439596,-0.2555645213941527,-0.16194675609345663,0.4324347433693492,0.0477402120560423,0.8857168357159844
1758592527.3770204,low_light,127.30372612847222,3,0.23616677499157945,0.1706258673193839,-0.25617578627800264,0.1615805205473149,-0.43256925353943165,-0.047585231291868604,-0.8857263810200626
1758592527.457419,low_light,127.32042317708333,3,0.23582798192978302,0.17073213561859799,-0.25550039451087997,0.16145771709280135,-0.432656186028194,-0.047455857557796945,-0.8857132560068026
1758592527.5360937,low_light,127.28693142361111,3,0.2358827024044808,0.17089114635377703,-0.25547329815855724,0.16168134924805896,-0.43269946030747297,-0.047361756357546726,-0.8856563568279047
1758592527.5867958,low_light,127.30854926215278,3,0.23621856720427337,0.17032102503040214,-0.25599187060578904,0.1609784105183216,-0.43285486636147497,-0.047007364698715845,-0.8857273416115516
1758592527.665477,low_light,127.32481987847223,3,0.2361282209135994,0.1704874275711444,-0.2559452144250288,-0.16126132206551747,0.43277629692006747,0.04709479550675523,0.8857096268337675
1758592527.7146077,low_light,127.310029296875,3,0.23634629667175913,0.1705844217435679,-0.25604582200872766,0.16136648428631412,-0.4329279268903098,-0.04712005991025097,-0.8856150223554178
1758592527.776879,low_light,127.329658203125,3,0.2364573261131194,0.17051406142639783,-0.256182506167603,-0.1613474875780773,0.43299758453101156,0.04706134386463289,0.8855875507007795
1758592527.8571491,low_light,127.29990451388889,3,0.23580659896237396,0.17120198233819525,-0.2558484451078415,-0.1622432792567416,0.4322050583445075,0.04768309436063347,0.8857777533837903
1758592527.9368167,low_light,127.29312825520833,3,0.236129776732335,0.17062906715613133,-0.2563666337309694,0.16153509935640134,-0.43236349733599355,-0.047382146327748474,-0.8858460080943424
1758592527.9858205,low_light,127.30104709201389,3,0.2359644764925434,0.17139120885780282,-0.255803511868912,0.16249072595254146,-0.432378259378977,-0.04767765101767904,-0.8856481504464729
1758592528.0647702,low_light,127.32401258680555,3,0.2362379591776136,0.17089921125456986,-0.25623869564898816,0.1619694480042585,-0.43250159485287487,-0.047455404476982724,-0.8856953499645582
1758592528.1144412,low_light,127.32255425347222,3,0.2360989976115687,0.170935525163136,-0.2564815692713,-0.16187661145693474,0.4320995081609533,0.04730497292158405,0.8859165972297679
1758592528.1767573,low_light,127.32529513888889,3,0.2356874312188799,0.17155437330737167,-0.2554909164679995,-0.16281806275077618,0.4321633714796339,0.04758566604698727,0.8856978622421445
1758592528.256418,low_light,127.3126171875,3,0.23627554284527483,0.17085028565036606,-0.25573713246760893,0.1620718017959331,-0.4329469793327162,-0.04749994636678479,-0.8854566049471027
1758592528.335716,low_light,127.30699327256944,3,0.23624182740903335,0.1709694952623558,-0.2556285529084467,0.16227143999607463,-0.43293738350201494,-0.04763131170971616,-0.8854176753785988
1758592528.387385,low_light,127.3176095920139,3,0.23620619205220308,0.17102613041363424,-0.25563247739887135,-0.16231908144121013,0.43280041800449254,0.047608695485940114,0.8854771177672209
1758592528.46377,low_light,127.32544379340278,3,0.23578085801519688,0.1717278105497074,-0.25528488728104826,-0.1632203272895317,0.43238617342972085,0.047762930215028705,0.8855055190587895
1758592528.5158803,low_light,127.32248806423611,3,0.23591305793769832,0.17165267977132595,-0.2551244663788684,-0.16314594313057582,0.4327596540443178,0.04774080162756592,0.8853379574667716
1758592528.5768092,low_light,127.321513671875,3,0.23600785627277265,0.17160127304496553,-0.2547635084738714,-0.16332347450649723,0.43338908747717153,0.048272182370456676,0.8849684389513695
1758592528.655828,low_light,127.31967664930555,3,0.23625110188261708,0.17113135981948221,-0.2555170247225151,-0.1627062898375837,0.4330231243115661,0.047746146601828104,0.8852897506146871
1758592528.7351372,low_light,127.30091905381944,3,0.2362804992913977,0.17103358933602567,-0.2560924121332046,0.16213651179612648,-0.4326604818435169,-0.04730215595019099,-0.8855953732015451
1758592528.7858992,low_light,127.29491319444445,3,0.23620898279655145,0.17111505321715792,-0.25617620410084574,-0.16214783993562507,0.43247587616545513,0.04713035515568157,0.8856926239740464
1758592528.865313,low_light,127.30808485243055,3,0.23586083797407978,0.17149687760614674,-0.25569608109136704,-0.16252445372310895,0.43229208329666935,0.04724090110555493,0.8857074313359721
1758592528.9155126,low_light,127.30840277777777,3,0.23639775805043628,0.17137010365167957,-0.2562956737418788,-0.1625406005073276,0.43250436573311857,0.04690332325692205,0.8856187696046005
1758592528.9772787,low_light,127.308857421875,3,0.23590654710592882,0.17126900813456994,-0.25566614295353224,0.16218618704690588,-0.4324509241049852,-0.047370262814325804,-0.885684987550784
1758592529.0570855,low_light,127.30502061631944,3,0.23577576031748718,0.1715876090803509,-0.25565611812591066,0.16271335894162148,-0.4322287777221231,-0.04737095143903307,-0.8856966972336157
1758592529.1354487,low_light,127.29822157118056,3,0.23593872090658774,0.17145403239811322,-0.2555773547133648,0.1625264944945811,-0.4325072859340864,-0.04734879856123971,-0.8855962271125821
1758592529.1862922,low_light,127.32070421006945,3,0.2358127555275629,0.17156454230759588,-0.255636925236422,0.16273425778890052,-0.4322247643087399,-0.04739838047716958,-0.8856933487321055
1758592529.2645214,low_light,127.32769205729167,3,0.23598643509247688,0.17176751873787363,-0.2550366623846276,-0.16338584040398166,0.43311444922526066,0.0478433881631568,0.8851146542888402
1758592529.323544,low_light,127.34050130208334,3,0.2361139433520579,0.17161754720297076,-0.25504480241204536,0.16335652987110386,-0.43308203980878224,-0.04878476642289892,-0.8850845369277437
1758592529.3765726,low_light,127.34088216145834,3,0.23608336165426072,0.17185304587147918,-0.2551741622048605,-0.1636078167133378,0.4330092798070462,0.04840065031599046,0.8850948101532782
1758592529.4572387,low_light,127.34442599826389,3,0.23618828800889105,0.1717931766094114,-0.25534398994265245,0.16345643507999685,-0.4330436299063738,-0.0483579072031993,-0.8851083104566224
1758592529.5364237,low_light,127.33420355902778,3,0.23675531921110796,0.17169957067784766,-0.2560586169820644,-0.1634802270450023,0.4331670983626912,0.04812832412047701,0.8850560121702554
1758592529.5989876,low_light,127.35778754340278,3,0.23629414160887618,0.17167383664135957,-0.25536169841204165,0.16305221438388073,-0.433072296003453,-0.048022508925096276,-0.8851870991238799
1758592529.6637907,low_light,127.32571180555556,3,0.236293932374292,0.1717240940697661,-0.2553623369959854,0.16304263775846226,-0.4330431070385071,-0.04785738066608728,-0.8852120857935568
